N_POINTS,CYCLE_NUMBER,DATA_MODE,DIRECTION,PLATFORM_NUMBER,POSITION_QC,pressure,PRES_ERROR,PRES_QC,salinity,PSAL_ERROR,PSAL_QC,temperature,TEMP_ERROR,TEMP_QC,TIME_QC,latitude,longitude,date,region
5573,8,D,A,6902747,1,75.0,2.4,1,35.88728,0.01,1,27.036,0.002,1,1,5.518,-39.39100000000002,2018-02-08 16:56:00,Indian Ocean
5574,8,D,A,6902747,1,86.0,2.4,1,35.88728,0.01,1,27.039,0.002,1,1,5.518,-39.39100000000002,2018-02-08 16:56:00,Indian Ocean
5575,8,D,A,6902747,1,96.0,2.4,1,35.89327,0.01,1,27.037,0.002,1,1,5.518,-39.39100000000002,2018-02-08 16:56:00,Indian Ocean
5576,8,D,A,6902747,1,105.0,2.4,1,36.16342,0.01,1,26.421,0.002,1,1,5.518,-39.39100000000002,2018-02-08 16:56:00,Indian Ocean
5577,8,D,A,6902747,1,115.0,2.4,1,36.28244,0.01,1,24.516,0.002,1,1,5.518,-39.39100000000002,2018-02-08 16:56:00,Indian Ocean
5578,8,D,A,6902747,1,126.0,2.4,1,36.30545,0.01,1,22.516,0.002,1,1,5.518,-39.39100000000002,2018-02-08 16:56:00,Indian Ocean
5579,8,D,A,6902747,1,135.0,2.4,1,36.31243,0.01,1,20.769,0.002,1,1,5.518,-39.39100000000002,2018-02-08 16:56:00,Indian Ocean
5580,8,D,A,6902747,1,145.0,2.4,1,36.2654,0.01,1,19.608,0.002,1,1,5.518,-39.39100000000002,2018-02-08 16:56:00,Indian Ocean
5581,8,D,A,6902747,1,156.0,2.4,1,35.85116,0.01,1,16.193,0.002,1,1,5.518,-39.39100000000002,2018-02-08 16:56:00,Indian Ocean
5582,8,D,A,6902747,1,165.0,2.4,1,35.44695,0.01,1,13.519,0.002,1,1,5.518,-39.39100000000002,2018-02-08 16:56:00,Indian Ocean
5583,8,D,A,6902747,1,176.0,2.4,1,35.34389,0.01,1,12.736,0.002,1,1,5.518,-39.39100000000002,2018-02-08 16:56:00,Indian Ocean
5584,8,D,A,6902747,1,185.0,2.4,1,35.29287,0.01,1,12.274,0.002,1,1,5.518,-39.39100000000002,2018-02-08 16:56:00,Indian Ocean
5585,8,D,A,6902747,1,195.0,2.4,1,35.24284,0.01,1,11.946,0.002,1,1,5.518,-39.39100000000002,2018-02-08 16:56:00,Indian Ocean
5586,8,D,A,6902747,1,213.0,2.4,1,35.11877,0.01,1,11.064,0.002,1,1,5.518,-39.39100000000002,2018-02-08 16:56:00,Indian Ocean
5587,8,D,A,6902747,1,238.0,2.4,1,35.02471,0.01,1,10.385,0.002,1,1,5.518,-39.39100000000002,2018-02-08 16:56:00,Indian Ocean
5588,8,D,A,6902747,1,263.0,2.4,1,34.96269,0.01,1,9.934,0.002,1,1,5.518,-39.39100000000002,2018-02-08 16:56:00,Indian Ocean
5589,8,D,A,6902747,1,287.0,2.4,1,34.91765,0.01,1,9.564,0.002,1,1,5.518,-39.39100000000002,2018-02-08 16:56:00,Indian Ocean
5590,8,D,A,6902747,1,313.0,2.4,1,34.88663,0.01,1,9.292,0.002,1,1,5.518,-39.39100000000002,2018-02-08 16:56:00,Indian Ocean
5591,8,D,A,6902747,1,338.0,2.4,1,34.86661,0.01,1,9.124,0.002,1,1,5.518,-39.39100000000002,2018-02-08 16:56:00,Indian Ocean
5592,8,D,A,6902747,1,363.0,2.4,1,34.83459,0.01,1,8.831,0.002,1,1,5.518,-39.39100000000002,2018-02-08 16:56:00,Indian Ocean
5593,8,D,A,6902747,1,388.0,2.4,1,34.79658,0.01,1,8.512,0.002,1,1,5.518,-39.39100000000002,2018-02-08 16:56:00,Indian Ocean
5594,8,D,A,6902747,1,413.0,2.4,1,34.76456,0.01,1,8.192,0.002,1,1,5.518,-39.39100000000002,2018-02-08 16:56:00,Indian Ocean
5595,8,D,A,6902747,1,438.0,2.4,1,34.73153,0.01,1,7.857,0.002,1,1,5.518,-39.39100000000002,2018-02-08 16:56:00,Indian Ocean
5596,8,D,A,6902747,1,463.0,2.4,1,34.70552,0.01,1,7.608,0.002,1,1,5.518,-39.39100000000002,2018-02-08 16:56:00,Indian Ocean
5597,8,D,A,6902747,1,488.0,2.4,1,34.69251,0.01,1,7.453,0.002,1,1,5.518,-39.39100000000002,2018-02-08 16:56:00,Indian Ocean
5598,8,D,A,6902747,1,513.0,2.4,1,34.6755,0.01,1,7.225,0.002,1,1,5.518,-39.39100000000002,2018-02-08 16:56:00,Indian Ocean
5599,8,D,A,6902747,1,538.0,2.4,1,34.66449,0.01,1,7.064,0.002,1,1,5.518,-39.39100000000002,2018-02-08 16:56:00,Indian Ocean
5600,8,D,A,6902747,1,563.0,2.4,1,34.64548,0.01,1,6.817,0.002,1,1,5.518,-39.39100000000002,2018-02-08 16:56:00,Indian Ocean
5601,8,D,A,6902747,1,588.0,2.4,1,34.64348,0.01,1,6.702,0.002,1,1,5.518,-39.39100000000002,2018-02-08 16:56:00,Indian Ocean
5602,8,D,A,6902747,1,614.0,2.4,1,34.63148,0.01,1,6.509,0.002,1,1,5.518,-39.39100000000002,2018-02-08 16:56:00,Indian Ocean
5603,8,D,A,6902747,1,638.0,2.4,1,34.63348,0.01,1,6.359,0.002,1,1,5.518,-39.39100000000002,2018-02-08 16:56:00,Indian Ocean
5604,8,D,A,6902747,1,663.0,2.4,1,34.64248,0.01,1,6.288,0.002,1,1,5.518,-39.39100000000002,2018-02-08 16:56:00,Indian Ocean
5605,8,D,A,6902747,1,688.0,2.4,1,34.64046,0.01,1,6.165,0.002,1,1,5.518,-39.39100000000002,2018-02-08 16:56:00,Indian Ocean
5606,8,D,A,6902747,1,713.0,2.4,1,34.63848,0.01,1,5.983,0.002,1,1,5.518,-39.39100000000002,2018-02-08 16:56:00,Indian Ocean
5607,8,D,A,6902747,1,737.0,2.4,1,34.63848,0.01,1,5.828,0.002,1,1,5.518,-39.39100000000002,2018-02-08 16:56:00,Indian Ocean
5608,8,D,A,6902747,1,763.0,2.4,1,34.64047,0.01,1,5.669,0.002,1,1,5.518,-39.39100000000002,2018-02-08 16:56:00,Indian Ocean
5609,8,D,A,6902747,1,789.0,2.4,1,34.64346,0.01,1,5.54,0.002,1,1,5.518,-39.39100000000002,2018-02-08 16:56:00,Indian Ocean
5610,8,D,A,6902747,1,813.0,2.4,1,34.65146,0.01,1,5.456,0.002,1,1,5.518,-39.39100000000002,2018-02-08 16:56:00,Indian Ocean
5611,8,D,A,6902747,1,838.0,2.4,1,34.65347,0.01,1,5.372,0.002,1,1,5.518,-39.39100000000002,2018-02-08 16:56:00,Indian Ocean
5612,8,D,A,6902747,1,863.0,2.4,1,34.65547,0.01,1,5.273,0.002,1,1,5.518,-39.39100000000002,2018-02-08 16:56:00,Indian Ocean
5613,8,D,A,6902747,1,888.0,2.4,1,34.66147,0.01,1,5.218,0.002,1,1,5.518,-39.39100000000002,2018-02-08 16:56:00,Indian Ocean
5614,8,D,A,6902747,1,913.0,2.4,1,34.67448,0.01,1,5.136,0.002,1,1,5.518,-39.39100000000002,2018-02-08 16:56:00,Indian Ocean
5615,8,D,A,6902747,1,938.0,2.4,1,34.68948,0.01,1,5.07,0.002,1,1,5.518,-39.39100000000002,2018-02-08 16:56:00,Indian Ocean
5616,8,D,A,6902747,1,963.0,2.4,1,34.70848,0.01,1,5.035,0.002,1,1,5.518,-39.39100000000002,2018-02-08 16:56:00,Indian Ocean
5617,8,D,A,6902747,1,988.0,2.4,1,34.7355,0.01,1,4.986,0.002,1,1,5.518,-39.39100000000002,2018-02-08 16:56:00,Indian Ocean
5618,8,D,A,6902747,1,1013.0,2.4,1,34.75151,0.01,1,4.952,0.002,1,1,5.518,-39.39100000000002,2018-02-08 16:56:00,Indian Ocean
5619,8,D,A,6902747,1,1039.0,2.4,1,34.76351,0.01,1,4.928,0.002,1,1,5.518,-39.39100000000002,2018-02-08 16:56:00,Indian Ocean
5620,8,D,A,6902747,1,1063.0,2.4,1,34.78251,0.01,1,4.898,0.002,1,1,5.518,-39.39100000000002,2018-02-08 16:56:00,Indian Ocean
5621,8,D,A,6902747,1,1088.0,2.4,1,34.79453,0.01,1,4.889,0.002,1,1,5.518,-39.39100000000002,2018-02-08 16:56:00,Indian Ocean
5622,8,D,A,6902747,1,1113.0,2.4,1,34.81754,0.01,1,4.888,0.002,1,1,5.518,-39.39100000000002,2018-02-08 16:56:00,Indian Ocean
5623,8,D,A,6902747,1,1138.0,2.4,1,34.83254,0.01,1,4.854,0.002,1,1,5.518,-39.39100000000002,2018-02-08 16:56:00,Indian Ocean
5624,8,D,A,6902747,1,1163.0,2.4,1,34.85655,0.01,1,4.884,0.002,1,1,5.518,-39.39100000000002,2018-02-08 16:56:00,Indian Ocean
5625,8,D,A,6902747,1,1188.0,2.4,1,34.88156,0.01,1,4.888,0.002,1,1,5.518,-39.39100000000002,2018-02-08 16:56:00,Indian Ocean
5626,8,D,A,6902747,1,1213.0,2.4,1,34.89657,0.01,1,4.855,0.002,1,1,5.518,-39.39100000000002,2018-02-08 16:56:00,Indian Ocean
5627,8,D,A,6902747,1,1238.0,2.4,1,34.91359,0.01,1,4.822,0.002,1,1,5.518,-39.39100000000002,2018-02-08 16:56:00,Indian Ocean
5628,8,D,A,6902747,1,1263.0,2.4,1,34.92359,0.01,1,4.783,0.002,1,1,5.518,-39.39100000000002,2018-02-08 16:56:00,Indian Ocean
5629,8,D,A,6902747,1,1288.0,2.4,1,34.93959,0.01,1,4.761,0.002,1,1,5.518,-39.39100000000002,2018-02-08 16:56:00,Indian Ocean
5630,8,D,A,6902747,1,1313.0,2.4,1,34.9506,0.01,1,4.719,0.002,1,1,5.518,-39.39100000000002,2018-02-08 16:56:00,Indian Ocean
5631,8,D,A,6902747,1,1338.0,2.4,1,34.95861,0.01,1,4.687,0.002,1,1,5.518,-39.39100000000002,2018-02-08 16:56:00,Indian Ocean
5632,8,D,A,6902747,1,1363.0,2.4,1,34.96561,0.01,1,4.655,0.002,1,1,5.518,-39.39100000000002,2018-02-08 16:56:00,Indian Ocean
5633,8,D,A,6902747,1,1388.0,2.4,1,34.97761,0.01,1,4.588,0.002,1,1,5.518,-39.39100000000002,2018-02-08 16:56:00,Indian Ocean
5634,8,D,A,6902747,1,1413.0,2.4,1,34.9826,0.01,1,4.525,0.002,1,1,5.518,-39.39100000000002,2018-02-08 16:56:00,Indian Ocean
5635,8,D,A,6902747,1,1438.0,2.4,1,34.9876,0.01,1,4.472,0.002,1,1,5.518,-39.39100000000002,2018-02-08 16:56:00,Indian Ocean
5636,8,D,A,6902747,1,1463.0,2.4,1,34.9906,0.01,1,4.404,0.002,1,1,5.518,-39.39100000000002,2018-02-08 16:56:00,Indian Ocean
5637,8,D,A,6902747,1,1488.0,2.4,1,34.9916,0.01,1,4.365,0.002,1,1,5.518,-39.39100000000002,2018-02-08 16:56:00,Indian Ocean
5638,8,D,A,6902747,1,1513.0,2.4,1,34.99461,0.01,1,4.29,0.002,1,1,5.518,-39.39100000000002,2018-02-08 16:56:00,Indian Ocean
5639,8,D,A,6902747,1,1538.0,2.4,1,34.99561,0.01,1,4.267,0.002,1,1,5.518,-39.39100000000002,2018-02-08 16:56:00,Indian Ocean
5640,8,D,A,6902747,1,1563.0,2.4,1,34.99561,0.01,1,4.225,0.002,1,1,5.518,-39.39100000000002,2018-02-08 16:56:00,Indian Ocean
5641,8,D,A,6902747,1,1588.0,2.4,1,34.99561,0.01,1,4.196,0.002,1,1,5.518,-39.39100000000002,2018-02-08 16:56:00,Indian Ocean
5642,8,D,A,6902747,1,1613.0,2.4,1,34.99561,0.01,1,4.166,0.002,1,1,5.518,-39.39100000000002,2018-02-08 16:56:00,Indian Ocean
5643,8,D,A,6902747,1,1638.0,2.4,1,34.99561,0.01,1,4.115,0.002,1,1,5.518,-39.39100000000002,2018-02-08 16:56:00,Indian Ocean
5644,8,D,A,6902747,1,1663.0,2.4,1,34.99461,0.01,1,4.081,0.002,1,1,5.518,-39.39100000000002,2018-02-08 16:56:00,Indian Ocean
5645,8,D,A,6902747,1,1688.0,2.4,1,34.9946,0.01,1,4.025,0.002,1,1,5.518,-39.39100000000002,2018-02-08 16:56:00,Indian Ocean
5646,8,D,A,6902747,1,1713.0,2.4,1,34.9936,0.01,1,3.964,0.002,1,1,5.518,-39.39100000000002,2018-02-08 16:56:00,Indian Ocean
5647,8,D,A,6902747,1,1738.0,2.4,1,34.9916,0.01,1,3.917,0.002,1,1,5.518,-39.39100000000002,2018-02-08 16:56:00,Indian Ocean
5648,8,D,A,6902747,1,1763.0,2.4,1,34.9906,0.01,1,3.883,0.002,1,1,5.518,-39.39100000000002,2018-02-08 16:56:00,Indian Ocean
5649,8,D,A,6902747,1,1789.0,2.4,1,34.9886,0.01,1,3.832,0.002,1,1,5.518,-39.39100000000002,2018-02-08 16:56:00,Indian Ocean
5650,8,D,A,6902747,1,1813.0,2.4,1,34.9866,0.01,1,3.783,0.002,1,1,5.518,-39.39100000000002,2018-02-08 16:56:00,Indian Ocean
5651,8,D,A,6902747,1,1838.0,2.4,1,34.9866,0.01,1,3.752,0.002,1,1,5.518,-39.39100000000002,2018-02-08 16:56:00,Indian Ocean
5652,8,D,A,6902747,1,1863.0,2.4,1,34.9856,0.01,1,3.72,0.002,1,1,5.518,-39.39100000000002,2018-02-08 16:56:00,Indian Ocean
5653,8,D,A,6902747,1,1888.0,2.4,1,34.9846,0.01,1,3.696,0.002,1,1,5.518,-39.39100000000002,2018-02-08 16:56:00,Indian Ocean
5654,8,D,A,6902747,1,1913.0,2.4,1,34.98359,0.01,1,3.672,0.002,1,1,5.518,-39.39100000000002,2018-02-08 16:56:00,Indian Ocean
5655,8,D,A,6902747,1,1938.0,2.4,1,34.9816,0.01,1,3.619,0.002,1,1,5.518,-39.39100000000002,2018-02-08 16:56:00,Indian Ocean
5656,8,D,A,6902747,1,1960.0,2.4,1,34.9806,0.01,1,3.577,0.002,1,1,5.518,-39.39100000000002,2018-02-08 16:56:00,Indian Ocean
5657,45,D,A,6902746,1,3.0,2.4,1,37.01,0.01,1,25.418,0.002,1,1,18.534,-56.839999999999975,2018-02-13 06:55:00,Indian Ocean
5658,45,D,A,6902746,1,4.0,2.4,1,37.014,0.01,1,25.42,0.002,1,1,18.534,-56.839999999999975,2018-02-13 06:55:00,Indian Ocean
5659,45,D,A,6902746,1,5.0,2.4,1,37.013,0.01,1,25.424,0.002,1,1,18.534,-56.839999999999975,2018-02-13 06:55:00,Indian Ocean
5660,45,D,A,6902746,1,6.0,2.4,1,37.011,0.01,1,25.429,0.002,1,1,18.534,-56.839999999999975,2018-02-13 06:55:00,Indian Ocean
5661,45,D,A,6902746,1,7.0,2.4,1,37.01,0.01,1,25.431,0.002,1,1,18.534,-56.839999999999975,2018-02-13 06:55:00,Indian Ocean
5662,45,D,A,6902746,1,8.0,2.4,1,37.011,0.01,1,25.428,0.002,1,1,18.534,-56.839999999999975,2018-02-13 06:55:00,Indian Ocean
5663,45,D,A,6902746,1,9.0,2.4,1,37.012,0.01,1,25.427,0.002,1,1,18.534,-56.839999999999975,2018-02-13 06:55:00,Indian Ocean
5664,45,D,A,6902746,1,10.0,2.4,1,37.01,0.01,1,25.428,0.002,1,1,18.534,-56.839999999999975,2018-02-13 06:55:00,Indian Ocean
5665,45,D,A,6902746,1,16.0,2.4,1,37.01,0.01,1,25.427,0.002,1,1,18.534,-56.839999999999975,2018-02-13 06:55:00,Indian Ocean
5666,45,D,A,6902746,1,26.0,2.4,1,37.01,0.01,1,25.431,0.002,1,1,18.534,-56.839999999999975,2018-02-13 06:55:00,Indian Ocean
5667,45,D,A,6902746,1,34.0,2.4,1,37.01,0.01,1,25.438,0.002,1,1,18.534,-56.839999999999975,2018-02-13 06:55:00,Indian Ocean
5668,45,D,A,6902746,1,45.0,2.4,1,37.01,0.01,1,25.447,0.002,1,1,18.534,-56.839999999999975,2018-02-13 06:55:00,Indian Ocean
5669,45,D,A,6902746,1,55.0,2.4,1,37.01,0.01,1,25.449,0.002,1,1,18.534,-56.839999999999975,2018-02-13 06:55:00,Indian Ocean
5670,45,D,A,6902746,1,65.0,2.4,1,37.018,0.01,1,25.458,0.002,1,1,18.534,-56.839999999999975,2018-02-13 06:55:00,Indian Ocean
5671,45,D,A,6902746,1,75.0,2.4,1,37.033,0.01,1,25.476,0.002,1,1,18.534,-56.839999999999975,2018-02-13 06:55:00,Indian Ocean
5672,45,D,A,6902746,1,85.0,2.4,1,37.064,0.01,1,25.493,0.002,1,1,18.534,-56.839999999999975,2018-02-13 06:55:00,Indian Ocean
5673,45,D,A,6902746,1,95.0,2.4,1,37.093,0.01,1,25.5,0.002,1,1,18.534,-56.839999999999975,2018-02-13 06:55:00,Indian Ocean
5674,45,D,A,6902746,1,105.0,2.4,1,37.105,0.01,1,25.5,0.002,1,1,18.534,-56.839999999999975,2018-02-13 06:55:00,Indian Ocean
5675,45,D,A,6902746,1,116.0,2.4,1,37.13,0.01,1,25.402,0.002,1,1,18.534,-56.839999999999975,2018-02-13 06:55:00,Indian Ocean
5676,45,D,A,6902746,1,126.0,2.4,1,37.281,0.01,1,24.359,0.002,1,1,18.534,-56.839999999999975,2018-02-13 06:55:00,Indian Ocean
5677,45,D,A,6902746,1,135.0,2.4,1,37.26,0.01,1,23.741,0.002,1,1,18.534,-56.839999999999975,2018-02-13 06:55:00,Indian Ocean
5678,45,D,A,6902746,1,146.0,2.4,1,37.229,0.01,1,23.285,0.002,1,1,18.534,-56.839999999999975,2018-02-13 06:55:00,Indian Ocean
5679,45,D,A,6902746,1,156.0,2.4,1,37.184,0.01,1,22.856,0.002,1,1,18.534,-56.839999999999975,2018-02-13 06:55:00,Indian Ocean
5680,45,D,A,6902746,1,165.0,2.4,1,37.105,0.01,1,22.235,0.002,1,1,18.534,-56.839999999999975,2018-02-13 06:55:00,Indian Ocean
5681,45,D,A,6902746,1,175.0,2.4,1,37.025,0.01,1,21.706,0.002,1,1,18.534,-56.839999999999975,2018-02-13 06:55:00,Indian Ocean
5682,45,D,A,6902746,1,186.0,2.4,1,36.968,0.01,1,21.297,0.002,1,1,18.534,-56.839999999999975,2018-02-13 06:55:00,Indian Ocean
5683,45,D,A,6902746,1,195.0,2.4,1,36.867,0.01,1,20.604,0.002,1,1,18.534,-56.839999999999975,2018-02-13 06:55:00,Indian Ocean
5684,45,D,A,6902746,1,205.0,2.4,1,36.728,0.01,1,19.849,0.002,1,1,18.534,-56.839999999999975,2018-02-13 06:55:00,Indian Ocean
5685,45,D,A,6902746,1,215.0,2.4,1,36.695,0.01,1,19.548,0.002,1,1,18.534,-56.839999999999975,2018-02-13 06:55:00,Indian Ocean
5686,45,D,A,6902746,1,226.0,2.4,1,36.688,0.01,1,19.33,0.002,1,1,18.534,-56.839999999999975,2018-02-13 06:55:00,Indian Ocean
5687,45,D,A,6902746,1,236.0,2.4,1,36.713,0.01,1,19.193,0.002,1,1,18.534,-56.839999999999975,2018-02-13 06:55:00,Indian Ocean
5688,45,D,A,6902746,1,246.0,2.4,1,36.693,0.01,1,19.01,0.002,1,1,18.534,-56.839999999999975,2018-02-13 06:55:00,Indian Ocean
5689,45,D,A,6902746,1,255.0,2.4,1,36.676,0.01,1,18.876,0.002,1,1,18.534,-56.839999999999975,2018-02-13 06:55:00,Indian Ocean
5690,45,D,A,6902746,1,265.0,2.4,1,36.639,0.01,1,18.606,0.002,1,1,18.534,-56.839999999999975,2018-02-13 06:55:00,Indian Ocean
5691,45,D,A,6902746,1,275.0,2.4,1,36.605,0.01,1,18.364,0.002,1,1,18.534,-56.839999999999975,2018-02-13 06:55:00,Indian Ocean
5692,45,D,A,6902746,1,285.0,2.4,1,36.563,0.01,1,18.101,0.002,1,1,18.534,-56.839999999999975,2018-02-13 06:55:00,Indian Ocean
5693,45,D,A,6902746,1,296.0,2.4,1,36.51,0.01,1,17.772,0.002,1,1,18.534,-56.839999999999975,2018-02-13 06:55:00,Indian Ocean
5694,45,D,A,6902746,1,306.0,2.4,1,36.465,0.01,1,17.5,0.002,1,1,18.534,-56.839999999999975,2018-02-13 06:55:00,Indian Ocean
5695,45,D,A,6902746,1,316.0,2.4,1,36.435,0.01,1,17.328,0.002,1,1,18.534,-56.839999999999975,2018-02-13 06:55:00,Indian Ocean
5696,45,D,A,6902746,1,326.0,2.4,1,36.388,0.01,1,17.043,0.002,1,1,18.534,-56.839999999999975,2018-02-13 06:55:00,Indian Ocean
5697,45,D,A,6902746,1,336.0,2.4,1,36.343,0.01,1,16.788,0.002,1,1,18.534,-56.839999999999975,2018-02-13 06:55:00,Indian Ocean
5698,45,D,A,6902746,1,346.0,2.4,1,36.29,0.01,1,16.465,0.002,1,1,18.534,-56.839999999999975,2018-02-13 06:55:00,Indian Ocean
5699,45,D,A,6902746,1,363.0,2.4,1,36.226,0.01,1,16.09,0.002,1,1,18.534,-56.839999999999975,2018-02-13 06:55:00,Indian Ocean
5700,45,D,A,6902746,1,388.0,2.4,1,36.137,0.01,1,15.551,0.002,1,1,18.534,-56.839999999999975,2018-02-13 06:55:00,Indian Ocean
5701,45,D,A,6902746,1,413.0,2.4,1,36.053,0.01,1,15.042,0.002,1,1,18.534,-56.839999999999975,2018-02-13 06:55:00,Indian Ocean
5702,45,D,A,6902746,1,438.0,2.4,1,35.956,0.01,1,14.437,0.002,1,1,18.534,-56.839999999999975,2018-02-13 06:55:00,Indian Ocean
5703,45,D,A,6902746,1,463.0,2.4,1,35.848,0.01,1,13.804,0.002,1,1,18.534,-56.839999999999975,2018-02-13 06:55:00,Indian Ocean
5704,45,D,A,6902746,1,488.0,2.4,1,35.764,0.01,1,13.264,0.002,1,1,18.534,-56.839999999999975,2018-02-13 06:55:00,Indian Ocean
5705,45,D,A,6902746,1,513.0,2.4,1,35.679,0.01,1,12.729,0.002,1,1,18.534,-56.839999999999975,2018-02-13 06:55:00,Indian Ocean
5706,45,D,A,6902746,1,538.0,2.4,1,35.511,0.01,1,11.799,0.002,1,1,18.534,-56.839999999999975,2018-02-13 06:55:00,Indian Ocean
5707,45,D,A,6902746,1,563.0,2.4,1,35.482,0.01,1,11.506,0.002,1,1,18.534,-56.839999999999975,2018-02-13 06:55:00,Indian Ocean
5708,45,D,A,6902746,1,588.0,2.4,1,35.352,0.01,1,10.725,0.002,1,1,18.534,-56.839999999999975,2018-02-13 06:55:00,Indian Ocean
5709,45,D,A,6902746,1,613.0,2.4,1,35.2,0.01,1,9.829,0.002,1,1,18.534,-56.839999999999975,2018-02-13 06:55:00,Indian Ocean
5710,45,D,A,6902746,1,639.0,2.4,1,35.106,0.01,1,9.18,0.002,1,1,18.534,-56.839999999999975,2018-02-13 06:55:00,Indian Ocean
5711,45,D,A,6902746,1,663.0,2.4,1,35.023,0.01,1,8.613,0.002,1,1,18.534,-56.839999999999975,2018-02-13 06:55:00,Indian Ocean
5712,45,D,A,6902746,1,688.0,2.4,1,34.926,0.01,1,7.934,0.002,1,1,18.534,-56.839999999999975,2018-02-13 06:55:00,Indian Ocean
5713,45,D,A,6902746,1,713.0,2.4,1,34.887,0.01,1,7.59,0.002,1,1,18.534,-56.839999999999975,2018-02-13 06:55:00,Indian Ocean
5714,45,D,A,6902746,1,738.0,2.4,1,34.877,0.01,1,7.391,0.002,1,1,18.534,-56.839999999999975,2018-02-13 06:55:00,Indian Ocean
5715,45,D,A,6902746,1,763.0,2.4,1,34.89,0.01,1,7.335,0.002,1,1,18.534,-56.839999999999975,2018-02-13 06:55:00,Indian Ocean
5716,45,D,A,6902746,1,788.0,2.4,1,34.885,0.01,1,7.174,0.002,1,1,18.534,-56.839999999999975,2018-02-13 06:55:00,Indian Ocean
5717,45,D,A,6902746,1,813.0,2.4,1,34.862,0.01,1,6.888,0.002,1,1,18.534,-56.839999999999975,2018-02-13 06:55:00,Indian Ocean
5718,45,D,A,6902746,1,838.0,2.4,1,34.836,0.01,1,6.602,0.002,1,1,18.534,-56.839999999999975,2018-02-13 06:55:00,Indian Ocean
5719,45,D,A,6902746,1,863.0,2.4,1,34.837,0.01,1,6.484,0.002,1,1,18.534,-56.839999999999975,2018-02-13 06:55:00,Indian Ocean
5720,45,D,A,6902746,1,888.0,2.4,1,34.842,0.01,1,6.359,0.002,1,1,18.534,-56.839999999999975,2018-02-13 06:55:00,Indian Ocean
5721,45,D,A,6902746,1,913.0,2.4,1,34.827,0.01,1,6.163,0.002,1,1,18.534,-56.839999999999975,2018-02-13 06:55:00,Indian Ocean
5722,45,D,A,6902746,1,938.0,2.4,1,34.809,0.01,1,5.981,0.002,1,1,18.534,-56.839999999999975,2018-02-13 06:55:00,Indian Ocean
5723,45,D,A,6902746,1,963.0,2.4,1,34.817,0.01,1,5.895,0.002,1,1,18.534,-56.839999999999975,2018-02-13 06:55:00,Indian Ocean
5724,45,D,A,6902746,1,988.0,2.4,1,34.828,0.01,1,5.809,0.002,1,1,18.534,-56.839999999999975,2018-02-13 06:55:00,Indian Ocean
5725,45,D,A,6902746,1,1013.0,2.4,1,34.844,0.01,1,5.748,0.002,1,1,18.534,-56.839999999999975,2018-02-13 06:55:00,Indian Ocean
5726,45,D,A,6902746,1,1038.0,2.4,1,34.865,0.01,1,5.698,0.002,1,1,18.534,-56.839999999999975,2018-02-13 06:55:00,Indian Ocean
5727,45,D,A,6902746,1,1064.0,2.4,1,34.883,0.01,1,5.641,0.002,1,1,18.534,-56.839999999999975,2018-02-13 06:55:00,Indian Ocean
5728,45,D,A,6902746,1,1088.0,2.4,1,34.916,0.01,1,5.609,0.002,1,1,18.534,-56.839999999999975,2018-02-13 06:55:00,Indian Ocean
5729,45,D,A,6902746,1,1113.0,2.4,1,34.938,0.01,1,5.586,0.002,1,1,18.534,-56.839999999999975,2018-02-13 06:55:00,Indian Ocean
5730,45,D,A,6902746,1,1138.0,2.4,1,34.953,0.01,1,5.551,0.002,1,1,18.534,-56.839999999999975,2018-02-13 06:55:00,Indian Ocean
5731,45,D,A,6902746,1,1163.0,2.4,1,34.972,0.01,1,5.463,0.002,1,1,18.534,-56.839999999999975,2018-02-13 06:55:00,Indian Ocean
5732,45,D,A,6902746,1,1188.0,2.4,1,34.987,0.01,1,5.377,0.002,1,1,18.534,-56.839999999999975,2018-02-13 06:55:00,Indian Ocean
5733,45,D,A,6902746,1,1213.0,2.4,1,35.0,0.01,1,5.32,0.002,1,1,18.534,-56.839999999999975,2018-02-13 06:55:00,Indian Ocean
5734,45,D,A,6902746,1,1237.0,2.4,1,35.003,0.01,1,5.245,0.002,1,1,18.534,-56.839999999999975,2018-02-13 06:55:00,Indian Ocean
5735,45,D,A,6902746,1,1263.0,2.4,1,35.006,0.01,1,5.168,0.002,1,1,18.534,-56.839999999999975,2018-02-13 06:55:00,Indian Ocean
5736,45,D,A,6902746,1,1288.0,2.4,1,35.01,0.01,1,5.069,0.002,1,1,18.534,-56.839999999999975,2018-02-13 06:55:00,Indian Ocean
5737,45,D,A,6902746,1,1313.0,2.4,1,35.012,0.01,1,4.981,0.002,1,1,18.534,-56.839999999999975,2018-02-13 06:55:00,Indian Ocean
5738,45,D,A,6902746,1,1338.0,2.4,1,35.013,0.01,1,4.907,0.002,1,1,18.534,-56.839999999999975,2018-02-13 06:55:00,Indian Ocean
5739,45,D,A,6902746,1,1363.0,2.4,1,35.013,0.01,1,4.838,0.002,1,1,18.534,-56.839999999999975,2018-02-13 06:55:00,Indian Ocean
5740,45,D,A,6902746,1,1388.0,2.4,1,35.014,0.01,1,4.773,0.002,1,1,18.534,-56.839999999999975,2018-02-13 06:55:00,Indian Ocean
5741,45,D,A,6902746,1,1413.0,2.4,1,35.012,0.01,1,4.717,0.002,1,1,18.534,-56.839999999999975,2018-02-13 06:55:00,Indian Ocean
